Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Critica_Profesional,Critica_Usuario,Tiene_Rating,Global_Sales_norm
Little League World Series Baseball: Double Play,DS,2010.0,Sports,Activision,0.07,0.0,0.0,0.01,0.07,,,,,E,No,No,Sí,0.057692307692307696
Hakuouki DS,DS,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Agatha Christie: And Then There Were None,Wii,2008.0,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.07,50.0,23.0,6.2,12.0,T,Sí,Sí,Sí,0.057692307692307696
Buster Bros. Collection,PS,1997.0,Puzzle,Capcom,0.04,0.03,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
My First Songs,Wii,2010.0,Misc,Mindscape,0.0,0.06,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006.0,Misc,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Mega Man Battle Network: Operation Shooting Star,DS,2009.0,Role-Playing,Capcom,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Futurama,PS2,2003.0,Platform,SCi,0.04,0.03,0.0,0.01,0.07,59.0,22.0,6.6,14.0,T,Sí,Sí,Sí,0.057692307692307696
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Warhammer: Battle For Atluma,PSP,2006.0,Action,Namco Bandai Games,0.06,0.0,0.0,0.01,0.07,55.0,8.0,7.4,8.0,T,Sí,Sí,Sí,0.057692307692307696
The History Channel: Battle for the Pacific,PS3,2008.0,Shooter,Activision,0.07,0.0,0.0,0.01,0.07,36.0,7.0,1.9,14.0,T,Sí,Sí,Sí,0.057692307692307696
Animal Kingdom: Wildlife Expedition,Wii,2009.0,Adventure,Natsume,0.07,0.0,0.0,0.01,0.07,,,,,E,No,No,Sí,0.057692307692307696
Rayman 3: Hoodlum Havoc,X,2003.0,Platform,Ubisoft,0.06,0.02,0.0,0.0,0.07,75.0,13.0,7.9,8.0,E,Sí,Sí,Sí,0.057692307692307696
Superman Returns,DS,2006.0,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.07,33.0,8.0,4.9,13.0,E,Sí,Sí,Sí,0.057692307692307696
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010.0,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Resident Evil: Revelations 2,X360,2015.0,Action,Capcom,0.05,0.02,0.0,0.01,0.07,,,6.6,48.0,M,No,Sí,Sí,0.057692307692307696
Super Ghouls n Ghosts,GBA,2002.0,Platform,Capcom,0.05,0.02,0.0,0.0,0.07,78.0,19.0,8.8,4.0,E,Sí,Sí,Sí,0.057692307692307696
Need for Speed Underground 2,PC,2004.0,Racing,Electronic Arts,0.0,0.06,0.0,0.01,0.07,82.0,31.0,8.5,409.0,T,Sí,Sí,Sí,0.057692307692307696
Legend of the Guardians: The Owls of GaHoole,X360,2010.0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.07,60.0,13.0,8.0,5.0,E10+,Sí,Sí,Sí,0.057692307692307696
NHL Open Ice,PS,1996.0,Sports,Midway Games,0.04,0.03,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Boxing,PS,2000.0,Fighting,Midas Interactive Entertainment,0.04,0.03,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Gundam Battle Tactics,PSP,2005.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Touch Detective: Nameko Shigeru,3DS,2013.0,Adventure,Success,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Sky Gunner,PS2,2001.0,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
Hero Bank,3DS,2014.0,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
And1 Streetball,X,2006.0,Action,Ubisoft,0.06,0.02,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Gladius,GC,2003.0,Strategy,Activision,0.06,0.01,0.0,0.0,0.07,82.0,19.0,8.8,12.0,T,Sí,Sí,Sí,0.057692307692307696
The Hustle: Detroit Streets,PSP,2005.0,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.07,51.0,11.0,5.3,4.0,T,Sí,Sí,Sí,0.057692307692307696
The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Tony Hawks Pro Skater 5,X360,2015.0,Sports,Activision,0.07,0.0,0.0,0.01,0.07,,,2.8,10.0,T,No,Sí,Sí,0.057692307692307696
PhotoKano,PSV,2013.0,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Warriors Orochi 3,PSV,2013.0,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Torchlight,PC,2009.0,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.01,0.07,83.0,57.0,8.0,798.0,T,Sí,Sí,Sí,0.057692307692307696
Real Sound: Kaze no Riguretto,SAT,1997.0,Adventure,Warp,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Blood Drive,PS3,2010.0,Racing,Activision,0.07,0.0,0.0,0.01,0.07,47.0,11.0,7.0,5.0,M,Sí,Sí,Sí,0.057692307692307696
Pac-Man World 3,PSP,2005.0,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.07,61.0,9.0,6.0,4.0,E,Sí,Sí,Sí,0.057692307692307696
Again,DS,2009.0,Adventure,Ackkstudios,0.07,0.0,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Summon Night 4,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013.0,Sports,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Rogue Trooper: Quartz Zone Massacre,Wii,2009.0,Shooter,Reef Entertainment,0.06,0.0,0.0,0.01,0.07,70.0,14.0,8.2,5.0,T,Sí,Sí,Sí,0.057692307692307696
Corpse Party: Back to School Edition,3DS,2016.0,Adventure,Xseed Games,0.07,0.0,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
Disney's Planes,3DS,2013.0,Simulation,Disney Interactive Studios,0.04,0.03,0.0,0.01,0.07,,,4.3,6.0,E,No,Sí,Sí,0.057692307692307696
Winx Clu,GBA,2005.0,Shooter,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,,,,,E,No,No,Sí,0.057692307692307696
World Party Games,Wii,2009.0,Misc,505 Games,0.07,0.0,0.0,0.01,0.07,,,,,E,No,No,Sí,0.057692307692307696
Classic Road,PS,1995.0,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Legend of Kay,PS4,2015.0,Action,Nordic Games,0.03,0.03,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
Cartoon Network: Punch Time Explosion XL,X360,2011.0,Fighting,Crave Entertainment,0.07,0.0,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
Chronicles of Mystery: The Secret Tree of Life,DS,2011.0,Adventure,City Interactive,0.03,0.04,0.0,0.01,0.07,78.0,4.0,,,E10+,Sí,No,Sí,0.057692307692307696
Open Season,PSP,2006.0,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.07,,,,,E10+,No,No,Sí,0.057692307692307696
Damage Inc.: Pacific Squadron WWII,X360,2012.0,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07,49.0,24.0,5.5,6.0,T,Sí,Sí,Sí,0.057692307692307696
The Idolm@ster: Live for You!,X360,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
My Fun Facts Coach,DS,2008.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.07,,,,,E,No,No,Sí,0.057692307692307696
Tokimeki Memorial Girls Side Premium: 3rd Story,PSP,2012.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Smashing Drive,GC,2002.0,Racing,Namco Bandai Games,0.06,0.01,0.0,0.0,0.07,47.0,18.0,5.2,6.0,T,Sí,Sí,Sí,0.057692307692307696
Mega Man Xtreme,G,2000.0,Platform,Capcom,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Americas Next Top Model,Wii,2010.0,Action,Crave Entertainment,0.07,0.0,0.0,0.0,0.07,,,,,E10+,No,No,Sí,0.057692307692307696
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010.0,Shooter,Sega,0.06,0.01,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
Bomberman Max 2: Red Advance,GBA,2002.0,Puzzle,Vivendi Games,0.05,0.02,0.0,0.0,0.07,75.0,9.0,,,E,Sí,No,Sí,0.057692307692307696
Margots Word Brain,DS,2008.0,Puzzle,Zoo Games,0.07,0.0,0.0,0.01,0.07,,,,,E10+,No,No,Sí,0.057692307692307696
Godai: Elemental Force,PS2,2002.0,Action,3DO,0.04,0.03,0.0,0.01,0.07,27.0,10.0,3.8,19.0,T,Sí,Sí,Sí,0.057692307692307696
Still Life,X,2005.0,Adventure,Microids,0.05,0.02,0.0,0.0,0.07,70.0,29.0,7.0,6.0,M,Sí,Sí,Sí,0.057692307692307696
Big Mutha Truckers 2,X,2005.0,Racing,Empire Interactive,0.05,0.02,0.0,0.0,0.07,50.0,31.0,3.4,5.0,M,Sí,Sí,Sí,0.057692307692307696
The Lord of the Rings: The Battle for Middle-Earth,PC,2004.0,Strategy,Electronic Arts,0.01,0.06,0.0,0.01,0.07,82.0,42.0,8.6,201.0,T,Sí,Sí,Sí,0.057692307692307696
Hang On GP,SAT,1995.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Uprising X,PS,1998.0,Action,3DO,0.04,0.03,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
SpongeBos Truth or Square,X360,2009.0,Action,THQ,0.03,0.04,0.0,0.0,0.07,,,6.5,15.0,E,No,Sí,Sí,0.057692307692307696
Divinity II: Ego Draconis,PC,2009.0,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.07,72.0,43.0,7.7,125.0,M,Sí,Sí,Sí,0.057692307692307696
Mega Man Xtreme 2,G,2001.0,Platform,Capcom,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
I-Ninja,X,2003.0,Platform,Namco Bandai Games,0.05,0.02,0.0,0.0,0.07,75.0,18.0,8.4,8.0,T,Sí,Sí,Sí,0.057692307692307696
Sigma Harmonics,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Kessen III,PS2,2004.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07,73.0,26.0,8.1,20.0,T,Sí,Sí,Sí,0.057692307692307696
Learn Geography,DS,2009.0,Misc,DreamCatcher Interactive,0.07,0.0,0.0,0.0,0.07,,,,,E,No,No,Sí,0.057692307692307696
Harlem Globetrotters: World Tour,DS,2006.0,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.07,,,,,E,No,No,Sí,0.057692307692307696
Summon Night,DS,2008.0,Role-Playing,Banpresto,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
The King of Fighters Collection: The Orochi Saga,PSP,2008.0,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,61.0,16.0,7.0,9.0,T,Sí,Sí,Sí,0.057692307692307696
Aero Elite: Combat Academy,PS2,2002.0,Simulation,Sega,0.04,0.03,0.0,0.01,0.07,64.0,18.0,7.0,8.0,E,Sí,Sí,Sí,0.057692307692307696
The Technomancer,PS4,2016.0,Role-Playing,Focus Home Interactive,0.02,0.04,0.0,0.01,0.07,60.0,38.0,6.7,117.0,M,Sí,Sí,Sí,0.057692307692307696
Wrath Unleashed,PS2,2004.0,Strategy,LucasArts,0.04,0.03,0.0,0.01,0.07,64.0,25.0,6.0,6.0,T,Sí,Sí,Sí,0.057692307692307696
Beyond Good & Evil,GC,2003.0,Adventure,Ubisoft,0.06,0.01,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Grand Kingdom,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,76.0,11.0,8.8,35.0,T,Sí,Sí,Sí,0.057692307692307696
Pong / Asteroids / Yars Revenge,GBA,2005.0,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,,,,,E,No,No,Sí,0.057692307692307696
Commandos 2: Men of Courage,X,2002.0,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07,67.0,12.0,8.4,5.0,T,Sí,Sí,Sí,0.057692307692307696
Winter Sports 2: The Next Challenge,X360,2008.0,Sports,RTL,0.06,0.01,0.0,0.01,0.07,41.0,8.0,,,E,Sí,No,Sí,0.057692307692307696
Overlord: Minions,DS,2009.0,Puzzle,Codemasters,0.07,0.0,0.0,0.01,0.07,58.0,22.0,5.5,4.0,E10+,Sí,Sí,Sí,0.057692307692307696
NO\xc3\xabL: La Neige,PS,1998.0,Adventure,Pioneer LDC,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Busou Shinki: Battle Masters,PSP,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Roll Away,PS,1998.0,Puzzle,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Derby Jockey: Kishou e no Michi,SNES,1994.0,Sports,Asmik Corp,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Harukanaru Toki no Naka de 4,PS2,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Maximum Chase,X,2002.0,Racing,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07,56.0,13.0,,,T,Sí,No,Sí,0.057692307692307696
Roogoo Attack!,DS,2009.0,Puzzle,SouthPeak Games,0.07,0.0,0.0,0.0,0.07,68.0,13.0,,,E,Sí,No,Sí,0.057692307692307696
Winning Post 7 2012,PS3,2012.0,Sports,Ackkstudios,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Spot Goes to Hollywood,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
G Darius,PS,1997.0,Shooter,THQ,0.04,0.03,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Mucha Lucha! Mascaritas of the Lost Code,GBA,2003.0,Fighting,Ubisoft,0.05,0.02,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
SD Gundam: Gashapon Wars,GC,2005.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
The Croods: Prehistoric Party!,Wii,2013.0,Misc,D3Publisher,0.01,0.05,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
Alvin and the Chipmunks,PS2,2007.0,Misc,Brash Entertainment,0.04,0.03,0.0,0.01,0.07,33.0,5.0,4.5,6.0,E,Sí,Sí,Sí,0.057692307692307696
Picture Perfect Hair Salon,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.01,0.07,,,,,E,No,No,Sí,0.057692307692307696
River King: Mystic Valley (US sales),DS,2007.0,Sports,Rising Star Games,0.07,0.0,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Model * Oshare Audition: Dream Girl,3DS,2013.0,Misc,Alchemist,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Kengo: Legend of The 9,X360,2006.0,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07,38.0,18.0,4.1,14.0,M,Sí,Sí,Sí,0.057692307692307696
Disney Infinity 2.0: Marvel Super Heroes,PSV,2015.0,Action,Disney Interactive Studios,0.0,0.06,0.0,0.02,0.07,,,,,,No,No,No,0.057692307692307696
Romance of the Three Kingdoms XI,PS2,2007.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,69.0,10.0,8.4,8.0,E10+,Sí,Sí,Sí,0.057692307692307696
Lupin Sansei: Shijou Saidai no Zunousen,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Petz Fantasy 3D,3DS,2011.0,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.07,,,,,E,No,No,Sí,0.057692307692307696
WRC 2: FIA World Rally Championship,X360,2011.0,Racing,Ubisoft,0.0,0.06,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
Archer Macleans 3D Pool,GBA,2003.0,Misc,Crave Entertainment,0.05,0.02,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015.0,Shooter,Xseed Games,0.04,0.02,0.0,0.01,0.07,64.0,40.0,7.9,52.0,M,Sí,Sí,Sí,0.057692307692307696
Tak: The Great Juju Challenge,X,2005.0,Platform,THQ,0.05,0.02,0.0,0.0,0.07,75.0,19.0,,,E,Sí,No,Sí,0.057692307692307696
TMNT: Mutant Melee,GC,2005.0,Fighting,Konami Digital Entertainment,0.06,0.01,0.0,0.0,0.07,44.0,16.0,2.8,4.0,T,Sí,Sí,Sí,0.057692307692307696
IA/VT Colorful,PSV,2015.0,Misc,Marvelous Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Combat: Task Force 121,X,2005.0,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,44.0,9.0,8.5,4.0,M,Sí,Sí,Sí,0.057692307692307696
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Goosebumps HorrorLand,PS2,2008.0,Adventure,Scholastic Inc.,0.04,0.03,0.0,0.01,0.07,,,,,E10+,No,No,Sí,0.057692307692307696
Exhibition Volume 4,X,2003.0,Misc,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Viewpoint,PS,1995.0,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Disney's Donald Duck Advance,GBA,2001.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Hakuouki: Yuugi Roku,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Stacked with Daniel Negreanu,PS2,2006.0,Misc,Myelin Media,0.04,0.03,0.0,0.01,0.07,63.0,23.0,5.3,7.0,T,Sí,Sí,Sí,0.057692307692307696
The Rub Rabbits!,DS,2005.0,Puzzle,Sega,0.03,0.0,0.04,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Emily the Strange: Strangerous,DS,2011.0,Action,DTP Entertainment,0.04,0.02,0.0,0.01,0.07,,,,,E10+,No,No,Sí,0.057692307692307696
Lets Ride! Friends Forever,DS,2008.0,Adventure,THQ,0.07,0.0,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
Circus Maximus: Chariot Wars,X,2002.0,Racing,THQ,0.05,0.02,0.0,0.0,0.07,67.0,26.0,5.0,4.0,T,Sí,Sí,Sí,0.057692307692307696
Squishy Tank,DS,2010.0,Puzzle,Natsume,0.07,0.0,0.0,0.0,0.07,,,,,E,No,No,Sí,0.057692307692307696
Discovery Kids: Parrot Pals,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.01,0.07,,,,,E,No,No,Sí,0.057692307692307696
Kenyuu Densetsu Yaiba,SNES,1994.0,Action,Banpresto,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Beat City,DS,2010.0,Misc,THQ,0.07,0.0,0.0,0.01,0.07,70.0,7.0,,,E,Sí,No,Sí,0.057692307692307696
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
J Legend Retsuden,3DS,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Elements of Destruction,DS,2007.0,Strategy,THQ,0.07,0.0,0.0,0.01,0.07,,,,,E10+,No,No,Sí,0.057692307692307696
Serious Sam: Next Encounter,PS2,2004.0,Shooter,Global Star,0.04,0.03,0.0,0.01,0.07,65.0,27.0,7.8,17.0,M,Sí,Sí,Sí,0.057692307692307696
Eiken DS,DS,2007.0,Misc,Rocket Company,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Game Center CX: Arino no Chousenjou 2,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Tom Clancys Ghost Recon 2,GC,2005.0,Shooter,Ubisoft,0.06,0.01,0.0,0.0,0.07,54.0,10.0,1.5,10.0,T,Sí,Sí,Sí,0.057692307692307696
E.X. Troopers,3DS,2012.0,Shooter,Capcom,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
SpongeBos Truth or Square,PSP,2009.0,Action,THQ,0.02,0.04,0.0,0.01,0.07,,,,,E,No,No,Sí,0.057692307692307696
Port Royale 3,PS3,2012.0,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07,,,8.9,9.0,T,No,Sí,Sí,0.057692307692307696
The Croods: Prehistoric Party!,DS,2013.0,Misc,D3Publisher,0.03,0.04,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
Monster Racers,DS,2009.0,Racing,Tecmo Koei,0.05,0.0,0.02,0.0,0.07,70.0,5.0,9.0,5.0,E,Sí,Sí,Sí,0.057692307692307696
Pro Farm 1,PC,2011.0,Simulation,Excalibur Publishing,0.0,0.06,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
The King of Fighters: Evolution,DC,2000.0,Fighting,SNK,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
DS Uranai Seikatsu,DS,2009.0,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Speed Zone,Wii,2009.0,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07,37.0,14.0,3.8,11.0,E,Sí,Sí,Sí,0.057692307692307696
Pitfall: The Lost Expedition,GBA,2003.0,Platform,Activision,0.05,0.02,0.0,0.0,0.07,66.0,13.0,,,E,Sí,No,Sí,0.057692307692307696
Dream Trigger 3D,3DS,2011.0,Shooter,D3Publisher,0.04,0.02,0.0,0.01,0.07,54.0,24.0,6.3,29.0,E,Sí,Sí,Sí,0.057692307692307696
Rock Band Country Track Pack 2,PS3,2011.0,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07,,,,,E10+,No,No,Sí,0.057692307692307696
Order Up!!,PS3,2011.0,Action,Funbox Media,0.05,0.01,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
All-Star Baseball 2004,GBA,2003.0,Sports,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Jewel Time Deluxe,DS,2011.0,Puzzle,O-Games,0.04,0.03,0.0,0.01,0.07,,,,,E,No,No,Sí,0.057692307692307696
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Generator Rex: Agent of Providence,PS3,2011.0,Action,Activision,0.05,0.01,0.0,0.01,0.07,,,,,E10+,No,No,Sí,0.057692307692307696
James Camerons Dark Angel,X,2002.0,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07,47.0,17.0,8.3,6.0,T,Sí,Sí,Sí,0.057692307692307696
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007.0,Racing,Midway Games,0.03,0.03,0.0,0.01,0.07,37.0,19.0,5.9,10.0,M,Sí,Sí,Sí,0.057692307692307696
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007.0,Racing,Black Bean Games,0.03,0.03,0.0,0.01,0.07,,,,,,No,No,No,0.057692307692307696
Child of Light,PSV,2014.0,Role-Playing,Ubisoft,0.0,0.04,0.02,0.01,0.07,83.0,14.0,7.8,110.0,E10+,Sí,Sí,Sí,0.057692307692307696
Alexi Lalas International Soccer,PS,1998.0,Sports,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Monster Rancher Battle Card: Episode II,PS,2000.0,Action,Tecmo Koei,0.04,0.03,0.0,0.0,0.07,,,,,,No,No,No,0.057692307692307696
NCAA College Football 2K3,GC,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07,70.0,7.0,,,E,Sí,No,Sí,0.057692307692307696
Karaoke Revolution Party,GC,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,80.0,22.0,,,E10+,Sí,No,Sí,0.057692307692307696
Crayola: Colorful Journey,Wii,2009.0,Misc,Crave Entertainment,0.07,0.0,0.0,0.0,0.07,,,,,E,No,No,Sí,0.057692307692307696
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000.0,Sports,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Jumper: Griffins Story,PS2,2008.0,Action,Eidos Interactive,0.03,0.03,0.0,0.01,0.07,,,4.2,5.0,T,No,Sí,Sí,0.057692307692307696
Operation Darkness,X360,2007.0,Role-Playing,Success,0.07,0.0,0.0,0.01,0.07,46.0,22.0,7.0,21.0,M,Sí,Sí,Sí,0.057692307692307696
Famicom Mini: Nazo no Murasame-Jou,GBA,2004.0,Action,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,No,No,No,0.057692307692307696
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016.0,Action,Activision,0.02,0.03,0.0,0.01,0.07,,,3.4,14.0,T,No,Sí,Sí,0.057692307692307696
